Date,Open,High,Low,Close,Adj Close,Volume
2017-06-09,104.010002,106.489998,104.010002,106.400002,106.400002,6595600
2017-06-12,106.400002,108.430000,106.400002,108.040001,108.040001,8690600
2017-06-13,108.339996,108.489998,107.160004,108.129997,108.129997,6099700
2017-06-14,107.910004,107.989998,105.739998,106.599998,106.599998,6202300
2017-06-15,106.500000,106.800003,105.870003,106.330002,106.330002,5441400
2017-06-16,106.940002,108.360001,106.209999,108.349998,108.349998,11633900
2017-06-19,108.309998,108.379997,107.139999,107.459999,107.459999,4577800
2017-06-20,106.250000,106.599998,105.379997,106.480003,106.480003,5171200
2017-06-21,105.889999,106.900002,103.919998,104.489998,104.489998,6989400
2017-06-22,104.480003,105.139999,104.040001,104.449997,104.449997,4197400
2017-06-23,104.250000,105.419998,104.239998,105.000000,105.000000,5773300
2017-06-26,105.029999,105.190002,104.029999,104.139999,104.139999,3602500
2017-06-27,104.730003,104.889999,104.029999,104.070000,104.070000,4170300
2017-06-28,104.430000,104.900002,104.040001,104.279999,104.279999,4136800
