Date,Open,High,Low,Close,Adj Close,Volume
2017-06-09,40.520000,40.740002,38.799999,39.270000,39.270000,616600
2017-06-12,39.279999,40.869999,39.279999,40.560001,40.560001,707900
2017-06-13,40.669998,41.599998,40.549999,40.970001,40.970001,418500
2017-06-14,41.020000,41.189999,40.450001,40.860001,40.860001,402300
2017-06-15,40.230000,40.889999,40.060001,40.340000,40.340000,242000
2017-06-16,39.680000,40.189999,38.660000,39.650002,39.650002,472900
2017-06-19,39.759998,40.520000,39.610001,40.000000,40.000000,200700
2017-06-20,39.740002,39.750000,38.770000,38.869999,38.869999,176300
2017-06-21,39.060001,39.240002,38.299999,38.419998,38.419998,153400
2017-06-22,38.000000,38.360001,37.320000,38.310001,38.310001,262800
2017-06-23,37.959999,38.810001,37.900002,38.669998,38.669998,367200
2017-06-26,38.880001,39.669998,38.820000,39.509998,39.509998,223800
2017-06-27,39.490002,40.119999,39.169998,39.779999,39.779999,225700
2017-06-28,40.160000,40.730000,39.889999,40.299999,40.299999,251600
