Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,33.878933,34.129318,33.339645,34.880001,33.590031,221900
2016-01-05,33.590031,34.196728,33.590031,35.389999,34.081165,117300
2016-01-06,33.551506,33.927086,32.848503,34.290001,33.021854,158100
2016-01-07,32.530708,32.540337,31.317308,32.529999,31.326937,188500
2016-01-08,31.461760,31.625475,30.412075,31.639999,30.469854,232100
2016-01-11,30.575788,30.739502,30.046125,31.680000,30.508375,277600
2016-01-12,30.816540,31.153593,30.498743,32.220001,31.028406,223300
2016-01-13,31.028406,31.355831,29.670549,30.969999,29.824629,148800
2016-01-14,30.017235,31.143967,29.709070,32.000000,30.816540,159600
2016-01-15,29.959457,30.277252,29.246822,31.059999,29.911304,160300
2016-01-19,30.248360,30.421703,29.410538,30.910000,29.766851,141400
2016-01-20,29.256451,30.797276,28.736423,31.719999,30.546894,211800
2016-01-21,30.652826,30.883953,30.200209,31.370001,30.209841,155900
2016-01-22,30.835804,31.211380,30.672089,32.160000,30.970623,117600
2016-01-25,30.768391,31.018772,29.718700,30.950001,29.805372,85100
2016-01-26,30.036493,31.355831,29.940193,32.490002,31.288422,137300
2016-01-27,31.143967,31.413607,30.450594,31.770000,30.595045,119200
2016-01-28,30.999512,31.519543,30.778019,32.540001,31.336573,115500
2016-01-29,31.432869,32.781097,31.432869,34.020000,32.761833,215600
2016-02-01,32.299583,32.530708,31.731407,33.650002,32.405518,164900
2016-02-02,32.106983,32.116611,31.066925,32.259998,31.066925,150900
2016-02-03,31.500284,31.769928,30.537264,32.599998,31.394348,103600
2016-02-04,31.394348,32.058834,31.249895,32.700001,31.490654,104100
2016-02-05,31.336573,31.663996,30.325399,31.570000,30.402443,158000
2016-02-08,29.959457,30.595045,29.786112,31.719999,30.546894,112100
2016-02-09,30.065386,30.758759,30.065386,31.420000,30.257988,108100
2016-02-10,30.489111,31.192116,30.113537,31.290001,30.132799,80100
2016-02-11,29.603138,33.089264,29.603138,31.090000,29.940193,348400
2016-02-12,30.171320,30.960993,29.449055,32.029999,30.845430,269700
2016-02-16,31.221006,31.221006,30.373552,31.549999,30.383181,134200
2016-02-17,30.700975,31.105444,30.383181,32.029999,30.845430,221300
2016-02-18,30.980251,31.490654,30.806908,32.480000,31.278788,152100
2016-02-19,31.163227,32.521076,31.163227,33.759998,32.511448,263500
2016-02-22,32.887024,32.906288,32.366997,33.750000,32.501820,130500
2016-02-23,32.424778,32.540337,32.126244,33.369999,32.135872,127200
2016-02-24,31.721779,32.665531,31.721779,33.730000,32.482559,87900
2016-02-25,32.642715,32.642715,31.982677,33.410000,32.429173,71100
2016-02-26,32.681538,32.836842,32.302986,33.610001,32.623299,96400
2016-02-29,32.642715,33.157154,32.633003,33.810001,32.817432,167600
2016-03-01,33.137741,33.661888,32.788311,34.580002,33.564831,124800
2016-03-02,33.438648,33.826897,33.331871,34.630001,33.613358,137100
2016-03-03,33.642479,34.952839,33.593945,35.939999,34.884899,149700
2016-03-04,34.884899,35.321682,34.593708,36.320000,35.253746,197400
2016-03-07,35.176094,35.719650,35.011086,36.759998,35.680828,188700
2016-03-08,35.525520,35.525520,34.554878,35.639999,34.593708,132400
2016-03-09,34.671360,35.011086,34.127796,35.730000,34.681061,131500
2016-03-10,34.807247,34.807247,33.700714,35.040001,34.011322,113800
2016-03-11,34.302517,34.758720,34.215149,35.660000,34.613121,155700
2016-03-14,34.418991,34.972256,34.001610,35.910000,34.855778,197400
2016-03-15,34.642239,34.826664,34.108379,35.509998,34.467522,153500
2016-03-16,34.263687,35.302273,34.059849,36.029999,34.972256,132700
2016-03-17,34.904308,36.496162,34.632534,37.439999,36.340866,123600
2016-03-18,36.554405,37.573578,36.272915,38.580002,37.447395,445300
2016-03-21,37.262970,37.418274,36.903835,38.110001,36.991192,133200
2016-03-22,36.758244,37.059139,36.622349,37.750000,36.641762,132800
2016-03-23,36.632057,36.787357,36.059376,37.610001,36.505875,126500
2016-03-24,36.350567,36.350567,35.709946,37.290001,36.195271,116200
2016-03-28,36.340866,36.855312,36.088497,37.639999,36.534988,86800
2016-03-29,36.418514,37.505634,36.389400,38.590000,37.457104,220200
2016-03-30,37.631813,37.641521,36.865009,38.549999,37.418274,182100
2016-03-31,37.476513,38.253033,37.476513,39.169998,38.020077,165700
2016-04-01,37.670643,38.427746,37.602703,39.549999,38.388920,125100
2016-04-04,38.408329,38.534515,37.457104,38.830002,37.690060,168700
2016-04-05,37.350334,37.952126,37.175617,38.950001,37.806538,202100
2016-04-06,37.893890,38.253033,37.554169,39.250000,38.097725,221700
2016-04-07,37.787121,38.078312,37.748291,39.139999,37.990955,329600
2016-04-08,38.359802,38.825706,38.330685,39.730000,38.563637,167600
2016-04-11,38.738346,39.252789,38.204498,39.910000,38.738346,165300
2016-04-12,38.670410,39.485741,38.485985,40.580002,39.388683,200600
2016-04-13,39.563396,40.757290,39.563396,41.970001,40.737869,208100
2016-04-14,40.708755,40.757290,40.233143,41.910000,40.679634,211300
2016-04-15,40.524330,41.135845,40.174908,42.349998,41.106720,386900
2016-04-18,40.912598,41.067890,40.271969,41.509998,40.291382,204900
2016-04-19,40.427269,40.786407,40.009892,41.320000,40.106956,138700
2016-04-20,40.165195,40.359329,39.903122,41.209999,40.000179,114900
2016-04-21,39.951653,40.194313,39.223675,40.490002,39.301323,185300
2016-04-22,40.291382,43.397434,40.291382,43.209999,41.941471,542900
2016-04-25,42.135601,42.213257,41.310555,42.939999,41.679398,307900
2016-04-26,42.077362,42.834465,41.931767,44.110001,42.815052,341800
2016-04-27,42.805340,43.455673,42.737400,44.639999,43.329487,207800
2016-04-28,42.873287,43.154778,42.640339,44.049999,42.756809,137300
2016-04-29,42.562679,42.912113,41.834702,43.720001,42.436497,162200
